"site","Latitude","Longitude","o3","year"
"Manchester Piccadilly",53.48152,-2.237881,30.591537,2015
"Manchester South",53.369026,-2.24328,46.344793,2015
"Middlesbrough",54.569297,-1.220874,46.712482,2015
"Market Harborough",52.554444,-0.772222,57.186668,2015
"London Marylebone Road",51.52253,-0.154611,15.106244,2015
"Newcastle Centre",54.97825,-1.610528,42.283282,2015
"Norwich Lakenfields",52.614823,1.302686,48.278057,2015
"Nottingham Centre",52.95473,-1.146447,39.659004,2015
"Northampton Kingsthorpe",52.271886,-0.879898,52.078054,2015
"St Osyth",51.777874,1.04901,52.342662,2015
"Narberth",51.782616,-4.69237,62.990803,2015
"Plymouth Centre",50.37167,-4.142361,50.560795,2015
"Portsmouth",50.82881,-1.068583,47.071914,2015
"Preston",53.76559,-2.680353,51.462609,2015
"Port Talbot Margam",51.58395,-3.770822,54.145735,2015
"Reading New Town",51.45309,-0.944067,41.079513,2015
"Rochester Stoke",51.45617,0.634889,52.652482,2015
"Southend-on-Sea",51.544166,0.678331,49.238977,2015
"Sheffield Devonshire Green",53.378622,-1.478096,45.102937,2015
"Sibton",52.2944,1.463497,54.831314,2015
"Southampton Centre",50.908173,-1.395757,38.10665,2015
"Stoke-on-Trent Centre",53.02821,-2.175133,47.182537,2015
"Sunderland Silksworth",54.88361,-1.406878,52.49586,2015
"London Teddington",51.42099,-0.339647,52.172094,2015
"Thurrock",51.47707,0.317969,42.137763,2015
"Wirral Tranmere",53.37287,-3.022722,49.41894,2015
"Walsall Woodlands",52.605641,-2.030371,48.295875,2015
"Weybourne",52.95049,1.122017,62.726938,2015
"Wicken Fen",52.2985,0.290917,54.50338,2015
"Wigan Centre",53.54914,-2.638139,44.609163,2015
"Yarner Wood",50.5976,-3.71651,65.270751,2015
"Birmingham Acocks Green",52.437165,-1.829999,42.431765,2016
"Aston Hill",52.50385,-3.034178,63.116867,2016
"Barnsley Gawber",53.56292,-1.510436,39.230959,2016
"Birmingham Tyburn",52.511722,-1.830583,40.114276,2016
"Birmingham A4540 Roadside",52.476145,-1.874978,21.374476,2016
"Birmingham Tyburn Roadside",52.512194,-1.830861,37.321951,2016
"Blackpool Marton",53.80489,-3.007175,50.951488,2016
"Bournemouth",50.73957,-1.826744,47.662691,2016
"Bottesford",52.93028,-0.814722,51.582793,2016
"Bristol St Paul's",51.462839,-2.584482,38.836986,2016
"Brighton Preston Park",50.840836,-0.147572,46.123324,2016
"Canterbury",51.27399,1.098061,47.144195,2016
"Cardiff Centre",51.48178,-3.17625,42.647122,2016
"Chilbolton Observatory",51.149617,-1.438228,48.865599,2016
"London Bloomsbury",51.52229,-0.125889,25.429654,2016
"Coventry Allesley",52.411628,-1.560189,42.74587,2016
"Cwmbran",51.6538,-3.006953,47.714119,2016
"Exeter Roadside",50.725083,-3.532465,20.009569,2016
"Great Dun Fell",54.684233,-2.450799,53.976025,2016
"Glazebury",53.46008,-2.472056,40.603184,2016
"London Haringey Priory Park South",51.584128,-0.125254,38.679125,2016
"London Hillingdon",51.49633,-0.460861,25.282925,2016
"High Muffles",54.334497,-0.80882,58.576816,2016
"London Harlington",51.48879,-0.441614,33.723835,2016
"Hull Freetown",53.74878,-0.341222,41.531739,2016
"London N. Kensington",51.52105,-0.213492,37.266361,2016
"Ladybower",53.40337,-1.752006,54.140401,2016
"Leamington Spa",52.28881,-1.533119,42.389956,2016
"Leicester University",52.619904,-1.127182,38.385357,2016
"Leeds Centre",53.80378,-1.546472,35.709921,2016
"Leominster",52.221593,-2.73684,54.65434,2016
"Lullington Heath",50.7937,0.18125,55.028553,2016
"London Eltham",51.45258,0.070766,38.179154,2016
"Liverpool Speke",53.34633,-2.844333,43.489025,2016
"Charlton Mackrell",51.05625,-2.68345,58.175338,2016
"Manchester Sharston",53.371722,-2.238917,40.139247,2016
"Manchester Piccadilly",53.48152,-2.237881,26.972394,2016
"Manchester South",53.369026,-2.24328,37.630282,2016
"Middlesbrough",54.569297,-1.220874,44.691554,2016
"Market Harborough",52.554444,-0.772222,54.139276,2016
"London Marylebone Road",51.52253,-0.154611,15.28366,2016
"Newcastle Centre",54.97825,-1.610528,37.929817,2016
"Norwich Lakenfields",52.614823,1.302686,45.412934,2016
"Nottingham Centre",52.95473,-1.146447,34.043069,2016
"Northampton Kingsthorpe",52.271886,-0.879898,47.161275,2016
"St Osyth",51.777874,1.04901,49.045844,2016
"Narberth",51.782616,-4.69237,59.659501,2016
"Plymouth Centre",50.37167,-4.142361,45.200014,2016
"Portsmouth",50.82881,-1.068583,43.441031,2016
"Preston",53.76559,-2.680353,43.310849,2016
"Port Talbot Margam",51.58395,-3.770822,51.308184,2016
"Reading New Town",51.45309,-0.944067,36.67909,2016
"Rochester Stoke",51.45617,0.634889,48.21879,2016
"Southend-on-Sea",51.544166,0.678331,45.269052,2016
"Sheffield Devonshire Green",53.378622,-1.478096,41.541915,2016
"Sibton",52.2944,1.463497,51.556705,2016
"Southampton Centre",50.908173,-1.395757,40.526463,2016
"Stoke-on-Trent Centre",53.02821,-2.175133,41.246071,2016
"Sunderland Silksworth",54.88361,-1.406878,51.411194,2016
"London Teddington",51.42099,-0.339647,51.677153,2016
"Thurrock",51.47707,0.317969,35.931096,2016
"Wirral Tranmere",53.37287,-3.022722,43.192007,2016
"Walsall Woodlands",52.605641,-2.030371,44.417004,2016
"Weybourne",52.95049,1.122017,60.508058,2016
"Wicken Fen",52.2985,0.290917,46.894858,2016
"Wigan Centre",53.54914,-2.638139,40.976514,2016
"Yarner Wood",50.5976,-3.71651,54.773834,2016
"Birmingham Acocks Green",52.437165,-1.829999,44.697039,2017
"Aston Hill",52.50385,-3.034178,64.238653,2017
"Barnsley Gawber",53.56292,-1.510436,43.776685,2017
"Birmingham A4540 Roadside",52.476145,-1.874978,34.956421,2017
"Blackpool Marton",53.80489,-3.007175,55.629291,2017
"Bournemouth",50.73957,-1.826744,51.648879,2017
"Bristol St Paul's",51.462839,-2.584482,44.761448,2017
"Brighton Preston Park",50.840836,-0.147572,46.021366,2017
"Canterbury",51.27399,1.098061,48.8505,2017
"Cardiff Centre",51.48178,-3.17625,43.252287,2017
"Chilbolton Observatory",51.149617,-1.438228,51.457053,2017
"London Bloomsbury",51.52229,-0.125889,29.384059,2017
"Coventry Allesley",52.411628,-1.560189,43.506417,2017
"Cwmbran",51.6538,-3.006953,51.536283,2017
"Exeter Roadside",50.725083,-3.532465,34.745734,2017
"Glazebury",53.46008,-2.472056,45.059438,2017
"London Haringey Priory Park South",51.584128,-0.125254,41.338913,2017
"London Hillingdon",51.49633,-0.460861,25.847185,2017
"High Muffles",54.334497,-0.80882,57.824217,2017
"London Harlington",51.48879,-0.441614,35.896726,2017
"Hull Freetown",53.74878,-0.341222,44.117981,2017
"London N. Kensington",51.52105,-0.213492,39.824801,2017
"Ladybower",53.40337,-1.752006,55.820218,2017
"Leamington Spa",52.28881,-1.533119,43.779066,2017
"Leicester University",52.619904,-1.127182,39.069538,2017
"Leeds Centre",53.80378,-1.546472,37.75826,2017
"Leominster",52.221593,-2.73684,53.781263,2017
"Lullington Heath",50.7937,0.18125,55.358108,2017
"London Eltham",51.45258,0.070766,38.04857,2017
"Liverpool Speke",53.34633,-2.844333,48.857503,2017
"Charlton Mackrell",51.05625,-2.68345,61.651566,2017
"Manchester Sharston",53.371722,-2.238917,42.486723,2017
"Manchester Piccadilly",53.48152,-2.237881,24.912317,2017
"Middlesbrough",54.569297,-1.220874,45.463897,2017
"Market Harborough",52.554444,-0.772222,53.752217,2017
"London Marylebone Road",51.52253,-0.154611,15.97617,2017
"Newcastle Centre",54.97825,-1.610528,40.364918,2017
"Norwich Lakenfields",52.614823,1.302686,45.603956,2017
"Nottingham Centre",52.95473,-1.146447,36.223218,2017
"Northampton Kingsthorpe",52.271886,-0.879898,49.315204,2017
"Northampton Spring Park",52.272257,-0.916605,50.757437,2017
"St Osyth",51.777874,1.04901,51.569244,2017
"Narberth",51.782616,-4.69237,60.454881,2017
"Plymouth Centre",50.37167,-4.142361,49.919575,2017
"Portsmouth",50.82881,-1.068583,43.923447,2017
"Preston",53.76559,-2.680353,44.407504,2017
"Port Talbot Margam",51.58395,-3.770822,49.230965,2017
"Reading New Town",51.45309,-0.944067,38.58974,2017
"Rochester Stoke",51.45617,0.634889,47.80446,2017
"Southend-on-Sea",51.544166,0.678331,44.582788,2017
"Sheffield Devonshire Green",53.378622,-1.478096,45.070739,2017
"Sibton",52.2944,1.463497,53.97824,2017
"Southampton Centre",50.908173,-1.395757,41.236087,2017
"Stoke-on-Trent Centre",53.02821,-2.175133,41.749159,2017
"Sunderland Silksworth",54.88361,-1.406878,51.381959,2017
"Thurrock",51.47707,0.317969,37.163093,2017
"Wirral Tranmere",53.37287,-3.022722,51.885184,2017
"Walsall Woodlands",52.605641,-2.030371,48.941778,2017
"Weybourne",52.95049,1.122017,60.87311,2017
"Wicken Fen",52.2985,0.290917,48.568045,2017
"Wigan Centre",53.54914,-2.638139,44.095302,2017
"Yarner Wood",50.5976,-3.71651,63.936288,2017
"Birmingham Acocks Green",52.437165,-1.829999,50.003105,2018
"Aston Hill",52.50385,-3.034178,65.700657,2018
"Barnsley Gawber",53.56292,-1.510436,45.820849,2018
"Birmingham A4540 Roadside",52.476145,-1.874978,37.449912,2018
"Blackpool Marton",53.80489,-3.007175,57.616996,2018
"Bournemouth",50.73957,-1.826744,55.275807,2018
"Bristol St Paul's",51.462839,-2.584482,50.792987,2018
"Brighton Preston Park",50.840836,-0.147572,48.521604,2018
"Canterbury",51.27399,1.098061,53.050659,2018
"Cardiff Centre",51.48178,-3.17625,46.917616,2018
"Chilbolton Observatory",51.149617,-1.438228,57.358573,2018
"London Bloomsbury",51.52229,-0.125889,34.80287,2018
"Coventry Allesley",52.411628,-1.560189,47.585328,2018
"Cwmbran",51.6538,-3.006953,54.065567,2018
"Exeter Roadside",50.725083,-3.532465,40.210093,2018
"Glazebury",53.46008,-2.472056,47.32545,2018
"London Haringey Priory Park South",51.584128,-0.125254,44.541481,2018
"London Hillingdon",51.49633,-0.460861,31.311141,2018
"High Muffles",54.334497,-0.80882,63.53682,2018
"London Harlington",51.48879,-0.441614,38.543086,2018
"Hull Freetown",53.74878,-0.341222,48.286138,2018
"London N. Kensington",51.52105,-0.213492,44.629295,2018
"Ladybower",53.40337,-1.752006,55.964183,2018
"Leamington Spa",52.28881,-1.533119,44.864657,2018
"Leicester University",52.619904,-1.127182,42.78059,2018
"Leeds Centre",53.80378,-1.546472,40.827062,2018
"Leominster",52.221593,-2.73684,51.188859,2018
"Lullington Heath",50.7937,0.18125,61.082165,2018
"London Eltham",51.45258,0.070766,44.046665,2018
"Liverpool Speke",53.34633,-2.844333,47.890874,2018
"Manchester Sharston",53.371722,-2.238917,46.420581,2018
"Manchester Piccadilly",53.48152,-2.237881,29.989074,2018
"Middlesbrough",54.569297,-1.220874,46.441674,2018
"Market Harborough",52.554444,-0.772222,57.47612,2018
"London Marylebone Road",51.52253,-0.154611,20.522847,2018
"Newcastle Centre",54.97825,-1.610528,43.516986,2018
"Norwich Lakenfields",52.614823,1.302686,48.472937,2018
"Nottingham Centre",52.95473,-1.146447,40.684513,2018
"Northampton Spring Park",52.272257,-0.916605,54.109549,2018
"St Osyth",51.777874,1.04901,54.494319,2018
"Narberth",51.782616,-4.69237,63.356997,2018
"Plymouth Centre",50.37167,-4.142361,53.157992,2018
"Portsmouth",50.82881,-1.068583,43.621746,2018
"Preston",53.76559,-2.680353,48.824813,2018
"Port Talbot Margam",51.58395,-3.770822,54.241272,2018
"Reading New Town",51.45309,-0.944067,46.571719,2018
"Rochester Stoke",51.45617,0.634889,54.243174,2018
"Southend-on-Sea",51.544166,0.678331,48.860727,2018
"Sheffield Devonshire Green",53.378622,-1.478096,46.87934,2018
"Sibton",52.2944,1.463497,58.561915,2018
"Southampton Centre",50.908173,-1.395757,43.781768,2018
"Stoke-on-Trent Centre",53.02821,-2.175133,46.07096,2018
"Sunderland Silksworth",54.88361,-1.406878,54.767183,2018
"Thurrock",51.47707,0.317969,42.880493,2018
"Wirral Tranmere",53.37287,-3.022722,50.866565,2018
"Walsall Woodlands",52.605641,-2.030371,52.209605,2018
"Weybourne",52.95049,1.122017,62.085365,2018
"Wicken Fen",52.2985,0.290917,53.72961,2018
"Wigan Centre",53.54914,-2.638139,48.340054,2018
"Yarner Wood",50.5976,-3.71651,64.25603,2018
"Birmingham Acocks Green",52.437165,-1.829999,49.409453,2019
"Aston Hill",52.50385,-3.034178,64.885761,2019
"Barnsley Gawber",53.56292,-1.510436,47.603147,2019
"Birmingham A4540 Roadside",52.476145,-1.874978,34.657719,2019
"Blackpool Marton",53.80489,-3.007175,55.518074,2019
"Birmingham Ladywood",52.481346,-1.918235,33.747973,2019
"Bournemouth",50.73957,-1.826744,57.028386,2019
"Bristol St Paul's",51.462839,-2.584482,44.91725,2019
"Brighton Preston Park",50.840836,-0.147572,47.29128,2019
"Canterbury",51.27399,1.098061,52.725192,2019
"Cardiff Centre",51.48178,-3.17625,45.272184,2019
"Chilbolton Observatory",51.149617,-1.438228,55.546018,2019
"London Bloomsbury",51.52229,-0.125889,36.352013,2019
"Coventry Allesley",52.411628,-1.560189,44.785005,2019
"Cwmbran",51.6538,-3.006953,52.207849,2019
"Exeter Roadside",50.725083,-3.532465,41.963785,2019
"Glazebury",53.46008,-2.472056,45.525941,2019
"London Haringey Priory Park South",51.584128,-0.125254,44.517107,2019
"London Hillingdon",51.49633,-0.460861,29.563863,2019
"High Muffles",54.334497,-0.80882,65.0186,2019
"London Harlington",51.48879,-0.441614,36.594159,2019
"Hull Freetown",53.74878,-0.341222,46.69151,2019
"London N. Kensington",51.52105,-0.213492,47.039417,2019
"Ladybower",53.40337,-1.752006,56.475358,2019
"Leamington Spa",52.28881,-1.533119,41.469069,2019
"Leicester University",52.619904,-1.127182,40.404357,2019
"Leeds Centre",53.80378,-1.546472,42.160542,2019
"Leominster",52.221593,-2.73684,49.30892,2019
"Lullington Heath",50.7937,0.18125,61.315564,2019
"London Eltham",51.45258,0.070766,44.371657,2019
"Liverpool Speke",53.34633,-2.844333,49.395496,2019
"Charlton Mackrell",51.05625,-2.68345,54.058648,2019
"Manchester Sharston",53.371722,-2.238917,43.116936,2019
"Manchester Piccadilly",53.48152,-2.237881,28.51854,2019
"Middlesbrough",54.569297,-1.220874,47.341618,2019
"Market Harborough",52.554444,-0.772222,55.746825,2019
"London Marylebone Road",51.52253,-0.154611,22.033421,2019
"Newcastle Centre",54.97825,-1.610528,42.018429,2019
"Norwich Lakenfields",52.614823,1.302686,49.716397,2019
"Nottingham Centre",52.95473,-1.146447,39.839504,2019
"Northampton Spring Park",52.272257,-0.916605,52.47129,2019
"St Osyth",51.777874,1.04901,55.794641,2019
"Narberth",51.782616,-4.69237,54.460552,2019
"Plymouth Centre",50.37167,-4.142361,52.755257,2019
"Portsmouth",50.82881,-1.068583,45.111326,2019
"Preston",53.76559,-2.680353,44.503033,2019
"Port Talbot Margam",51.58395,-3.770822,53.412253,2019
"Reading New Town",51.45309,-0.944067,38.693823,2019
"Rochester Stoke",51.45617,0.634889,53.980331,2019
"Southend-on-Sea",51.544166,0.678331,46.9854,2019
"Sheffield Devonshire Green",53.378622,-1.478096,43.522962,2019
"Sibton",52.2944,1.463497,57.989969,2019
"Southampton Centre",50.908173,-1.395757,41.227226,2019
"Stoke-on-Trent Centre",53.02821,-2.175133,41.269925,2019
"Sunderland Silksworth",54.88361,-1.406878,51.802928,2019
"Thurrock",51.47707,0.317969,45.784288,2019
"Wirral Tranmere",53.37287,-3.022722,51.433623,2019
"Walsall Woodlands",52.605641,-2.030371,50.823885,2019
"Weybourne",52.95049,1.122017,56.882263,2019
"Wicken Fen",52.2985,0.290917,51.569058,2019
"Wigan Centre",53.54914,-2.638139,45.816384,2019
"Yarner Wood",50.5976,-3.71651,62.727924,2019
"Birmingham Acocks Green",52.437165,-1.829999,45.593189,2020
"Aston Hill",52.50385,-3.034178,66.186517,2020
"Barnsley Gawber",53.56292,-1.510436,45.986934,2020
"Birmingham A4540 Roadside",52.476145,-1.874978,41.708125,2020
"Blackpool Marton",53.80489,-3.007175,56.39639,2020
"Birmingham Ladywood",52.481346,-1.918235,52.580431,2020
"Bournemouth",50.73957,-1.826744,62.691238,2020
"Bristol St Paul's",51.462839,-2.584482,52.489517,2020
"Brighton Preston Park",50.840836,-0.147572,56.378778,2020
"Canterbury",51.27399,1.098061,54.432935,2020
"Cardiff Centre",51.48178,-3.17625,50.838795,2020
"Chilbolton Observatory",51.149617,-1.438228,58.445673,2020
"London Bloomsbury",51.52229,-0.125889,44.50898,2020
"Coventry Allesley",52.411628,-1.560189,50.517325,2020
"Cwmbran",51.6538,-3.006953,61.851424,2020
"Cwmbran Crownbridge",51.653819,-3.00637,44.578828,2020
"Exeter Roadside",50.725083,-3.532465,46.954123,2020
"Glazebury",53.46008,-2.472056,50.031373,2020
"London Haringey Priory Park South",51.584128,-0.125254,51.686168,2020
"London Hillingdon",51.49633,-0.460861,39.554472,2020
"High Muffles",54.334497,-0.80882,53.238954,2020
"London Harlington",51.48879,-0.441614,44.762478,2020
"Hull Freetown",53.74878,-0.341222,48.658465,2020
"London N. Kensington",51.52105,-0.213492,56.997955,2020
"Ladybower",53.40337,-1.752006,58.934388,2020
"Leamington Spa",52.28881,-1.533119,52.493472,2020
"Leicester University",52.619904,-1.127182,45.826253,2020
"Leeds Centre",53.80378,-1.546472,49.248593,2020
"Leominster",52.221593,-2.73684,53.935004,2020
"Lullington Heath",50.7937,0.18125,65.635319,2020
"London Eltham",51.45258,0.070766,44.265978,2020
"Liverpool Speke",53.34633,-2.844333,59.346925,2020
"Charlton Mackrell",51.05625,-2.68345,59.183826,2020
"Manchester Sharston",53.371722,-2.238917,46.636145,2020
"Manchester Piccadilly",53.48152,-2.237881,36.13528,2020
"Middlesbrough",54.569297,-1.220874,48.456912,2020
"London Marylebone Road",51.52253,-0.154611,31.507419,2020
"Newcastle Centre",54.97825,-1.610528,45.405468,2020
"Norwich Lakenfields",52.614823,1.302686,52.91402,2020
"Nottingham Centre",52.95473,-1.146447,46.832473,2020
"Northampton Spring Park",52.272257,-0.916605,55.724967,2020
"St Osyth",51.777874,1.04901,58.691058,2020
"Narberth",51.782616,-4.69237,60.727109,2020
"Plymouth Centre",50.37167,-4.142361,54.842884,2020
"Portsmouth",50.82881,-1.068583,53.689005,2020
"Preston",53.76559,-2.680353,49.364607,2020
"Port Talbot Margam",51.58395,-3.770822,51.417181,2020
"Reading New Town",51.45309,-0.944067,48.129077,2020
"Rochester Stoke",51.45617,0.634889,58.504613,2020
"Southend-on-Sea",51.544166,0.678331,50.720153,2020
"Sheffield Devonshire Green",53.378622,-1.478096,51.020633,2020
"Sibton",52.2944,1.463497,58.647482,2020
"Southampton Centre",50.908173,-1.395757,47.714329,2020
"Stoke-on-Trent Centre",53.02821,-2.175133,48.718388,2020
"Sunderland Silksworth",54.88361,-1.406878,52.31761,2020
"Thurrock",51.47707,0.317969,48.612261,2020
"Wirral Tranmere",53.37287,-3.022722,54.396577,2020
"Walsall Woodlands",52.605641,-2.030371,50.981495,2020
"Weybourne",52.95049,1.122017,59.231803,2020
"Wicken Fen",52.2985,0.290917,54.283683,2020
"Wigan Centre",53.54914,-2.638139,48.358508,2020
"Yarner Wood",50.5976,-3.71651,64.544934,2020
"Birmingham Acocks Green",52.437165,-1.829999,51.231672,2021
"Aston Hill",52.50385,-3.034178,65.496781,2021
"Barnsley Gawber",53.56292,-1.510436,49.165275,2021
"Birmingham A4540 Roadside",52.476145,-1.874978,39.21963,2021
"Blackpool Marton",53.80489,-3.007175,55.066672,2021
"Birmingham Ladywood",52.481346,-1.918235,51.408889,2021
"Bournemouth",50.73957,-1.826744,56.897836,2021
"Bristol St Paul's",51.462839,-2.584482,48.953664,2021
"Brighton Preston Park",50.840836,-0.147572,49.129863,2021
"Canterbury",51.27399,1.098061,52.091239,2021
"Cardiff Centre",51.48178,-3.17625,50.187334,2021
"Chilbolton Observatory",51.149617,-1.438228,53.671007,2021
"London Bloomsbury",51.52229,-0.125889,41.213375,2021
"Coventry Allesley",52.411628,-1.560189,49.181142,2021
"Cwmbran Crownbridge",51.653819,-3.00637,53.477661,2021
"Exeter Roadside",50.725083,-3.532465,42.196782,2021
"Glazebury",53.46008,-2.472056,47.630952,2021
"London Haringey Priory Park South",51.584128,-0.125254,45.442762,2021
"London Hillingdon",51.49633,-0.460861,37.986434,2021
"High Muffles",54.334497,-0.80882,61.506884,2021
"London Harlington",51.48879,-0.441614,43.908825,2021
"Hull Freetown",53.74878,-0.341222,48.177103,2021
"London N. Kensington",51.52105,-0.213492,49.359522,2021
"Ladybower",53.40337,-1.752006,59.996125,2021
"Leamington Spa",52.28881,-1.533119,51.29666,2021
"Leicester University",52.619904,-1.127182,43.033945,2021
"Leeds Centre",53.80378,-1.546472,47.017796,2021
"Leominster",52.221593,-2.73684,50.76929,2021
"Lullington Heath",50.7937,0.18125,58.341148,2021
"London Eltham",51.45258,0.070766,39.651164,2021
"Liverpool Speke",53.34633,-2.844333,45.778486,2021
"Charlton Mackrell",51.05625,-2.68345,61.512022,2021
"Manchester Sharston",53.371722,-2.238917,44.146709,2021
"Manchester Piccadilly",53.48152,-2.237881,35.028983,2021
"Middlesbrough",54.569297,-1.220874,43.164941,2021
"London Marylebone Road",51.52253,-0.154611,27.346164,2021
"Newcastle Centre",54.97825,-1.610528,42.815372,2021
"Norwich Lakenfields",52.614823,1.302686,49.69535,2021
"Nottingham Centre",52.95473,-1.146447,44.814296,2021
"Northampton Spring Park",52.272257,-0.916605,53.398342,2021
"St Osyth",51.777874,1.04901,55.180644,2021
"Narberth",51.782616,-4.69237,60.781415,2021
"Plymouth Centre",50.37167,-4.142361,49.493732,2021
"Portsmouth",50.82881,-1.068583,52.684535,2021
"Preston",53.76559,-2.680353,47.790303,2021
"Port Talbot Margam",51.58395,-3.770822,50.451874,2021
"Reading New Town",51.45309,-0.944067,40.513835,2021
"Rochester Stoke",51.45617,0.634889,55.225426,2021
"Southend-on-Sea",51.544166,0.678331,47.17684,2021
"Sheffield Devonshire Green",53.378622,-1.478096,46.684684,2021
"Sibton",52.2944,1.463497,55.757338,2021
"Southampton Centre",50.908173,-1.395757,42.298384,2021
"Stoke-on-Trent Centre",53.02821,-2.175133,46.709005,2021
"Sunderland Silksworth",54.88361,-1.406878,49.852346,2021
"Thurrock",51.47707,0.317969,43.524011,2021
"Wirral Tranmere",53.37287,-3.022722,52.915102,2021
"Walsall Woodlands",52.605641,-2.030371,50.549419,2021
"Weybourne",52.95049,1.122017,57.738042,2021
"Wicken Fen",52.2985,0.290917,52.238858,2021
"Wigan Centre",53.54914,-2.638139,45.556728,2021
"Yarner Wood",50.5976,-3.71651,62.348523,2021
"Aston Hill",52.50385,-3.034178,69.080666,2022
"Barnsley Gawber",53.56292,-1.510436,52.705892,2022
"Birmingham A4540 Roadside",52.476145,-1.874978,40.140643,2022
"Blackpool Marton",53.80489,-3.007175,55.652177,2022
"Birmingham Ladywood",52.481346,-1.918235,53.17891,2022
"Bournemouth",50.73957,-1.826744,56.447402,2022
"Bristol St Paul's",51.462839,-2.584482,49.173377,2022
"Brighton Preston Park",50.840836,-0.147572,48.517467,2022
"Canterbury",51.27399,1.098061,53.676051,2022
"Cardiff Centre",51.48178,-3.17625,50.505969,2022
"Chilbolton Observatory",51.149617,-1.438228,57.884117,2022
"London Bloomsbury",51.52229,-0.125889,45.759265,2022
"Coventry Allesley",52.411628,-1.560189,50.453815,2022
"Cwmbran Crownbridge",51.653819,-3.00637,55.550138,2022
"Exeter Roadside",50.725083,-3.532465,43.996738,2022
"Glazebury",53.46008,-2.472056,53.118068,2022
"London Haringey Priory Park South",51.584128,-0.125254,50.52306,2022
"London Hillingdon",51.49633,-0.460861,36.291619,2022
"High Muffles",54.334497,-0.80882,62.210517,2022
"London Harlington",51.48879,-0.441614,46.165021,2022
"Hull Freetown",53.74878,-0.341222,48.485716,2022
"London N. Kensington",51.52105,-0.213492,50.337057,2022
"Ladybower",53.40337,-1.752006,63.717139,2022
"Leamington Spa",52.28881,-1.533119,52.106413,2022
"Leicester University",52.619904,-1.127182,48.004833,2022
"Leeds Centre",53.80378,-1.546472,47.013146,2022
"Leominster",52.221593,-2.73684,51.793574,2022
"Lullington Heath",50.7937,0.18125,62.848874,2022
"London Eltham",51.45258,0.070766,47.502199,2022
"Liverpool Speke",53.34633,-2.844333,52.905431,2022
"Charlton Mackrell",51.05625,-2.68345,61.87245,2022
"Manchester Sharston",53.371722,-2.238917,46.417185,2022
"Manchester Piccadilly",53.48152,-2.237881,38.854508,2022
"Middlesbrough",54.569297,-1.220874,46.220674,2022
"London Marylebone Road",51.52253,-0.154611,28.46442,2022
"Newcastle Centre",54.97825,-1.610528,44.818263,2022
"Norwich Lakenfields",52.614823,1.302686,52.602681,2022
"Nottingham Centre",52.95473,-1.146447,43.961766,2022
"Northampton Spring Park",52.272257,-0.916605,58.782423,2022
"St Osyth",51.777874,1.04901,56.848212,2022
"Narberth",51.782616,-4.69237,65.214777,2022
"Plymouth Centre",50.37167,-4.142361,51.940417,2022
"Portsmouth",50.82881,-1.068583,53.845212,2022
"Preston",53.76559,-2.680353,50.598701,2022
"Port Talbot Margam",51.58395,-3.770822,53.883614,2022
"Reading New Town",51.45309,-0.944067,43.667239,2022
"Rochester Stoke",51.45617,0.634889,53.857787,2022
"Southend-on-Sea",51.544166,0.678331,49.444549,2022
"Sheffield Devonshire Green",53.378622,-1.478096,49.283231,2022
"Sibton",52.2944,1.463497,57.044988,2022
"Southampton Centre",50.908173,-1.395757,44.595837,2022
"Stoke-on-Trent Centre",53.02821,-2.175133,46.748717,2022
"Sunderland Silksworth",54.88361,-1.406878,53.92615,2022
"Thurrock",51.47707,0.317969,47.009308,2022
"Wirral Tranmere",53.37287,-3.022722,53.688413,2022
"Walsall Woodlands",52.605641,-2.030371,54.815844,2022
"Weybourne",52.95049,1.122017,58.663264,2022
"Wicken Fen",52.2985,0.290917,54.78218,2022
"Wigan Centre",53.54914,-2.638139,49.658882,2022
"Yarner Wood",50.5976,-3.71651,68.044927,2022
"Aston Hill",52.50385,-3.034178,65.141291,2023
"Barnsley Gawber",53.56292,-1.510436,57.713606,2023
"Birmingham A4540 Roadside",52.476145,-1.874978,44.23754,2023
"Blackburn Audley Park",53.74673,-2.467873,44.715493,2023
"Blackpool Marton",53.80489,-3.007175,58.081468,2023
"Birmingham Ladywood",52.481346,-1.918235,56.44088,2023
"Bournemouth",50.73957,-1.826744,62.176413,2023
"Burton-on-Trent Horninglow",52.82105,-1.635718,52.349861,2023
"Bristol St Paul's",51.462839,-2.584482,52.734751,2023
"Brighton Preston Park",50.840836,-0.147572,53.026909,2023
"Canterbury",51.27399,1.098061,56.736895,2023
"Cardiff Centre",51.48178,-3.17625,54.669201,2023
"Chilbolton Observatory",51.149617,-1.438228,57.225193,2023
"Chesterfield Loundsley Green",53.244131,-1.454946,53.153101,2023
"London Bloomsbury",51.52229,-0.125889,53.900242,2023
"Coventry Allesley",52.411628,-1.560189,51.857535,2023
"Crewe Coppenhall",53.115941,-2.453492,52.461193,2023
"Cwmbran Crownbridge",51.653819,-3.00637,60.091183,2023
"Derby Stockbrook Park",52.916059,-1.492166,42.698059,2023
"Dewsbury Ashworth Grange",53.693104,-1.637111,54.336069,2023
"Eastbourne",50.805778,0.271611,58.443332,2023
"Salford Eccles",53.48481,-2.334139,49.51751,2023
"Exeter Roadside",50.725083,-3.532465,48.478188,2023
"Glazebury",53.46008,-2.472056,48.342568,2023
"London Haringey Priory Park South",51.584128,-0.125254,51.175134,2023
"London Hillingdon",51.49633,-0.460861,37.228894,2023
